,Unnamed: 0,Unnamed: 0.1,Text,Label
34,34,34,"@itvnews that's not high for that amount of airtime plans quickly climb pass 6,000 feet within a few minutes normally.@itvnews Possible explanation? #incapacitated #aerotoxic http://t.co/lc8B2vIsx0“@itvnews: Germanwings crash plane 'lost signal at 6,800 feet', flight radar shows http://t.co/AReLIUb7kq http://t.co/JDK05GKwug”Germanwings crash plane 'lost signal at 6,800 feet', flight radar shows http://t.co/AjQxaENYSb http://t.co/cgU1GqKYqK",rumours
35,35,35,"“@AviationSafety: A Germanwings Airbus A320, flight #4U9525 BCN-DUS, crashed in southern France; 148 on board http://t.co/G6akTbmCND”@AviationSafety can u confirm if it was a late plane change this morning to this aircraft@CrossMacro Don't know, sorry.A Germanwings Airbus A320, flight #4U9525 BCN-DUS, crashed in southern France; 148 on board http://t.co/tUtpc26daX",rumours
36,36,36,“@ChannelNewsAsia: At least 72 Germans and 35 Spanish killed in #Germanwings crash: Airline http://t.co/Wbi1j9wPPX http://t.co/eANKSVOeOK”@ChannelNewsAsia This news came a tat too late.. I knew it first from @NajibRazak first..At least 72 Germans and 35 Spanish killed in #Germanwings crash: Airline http://t.co/JeigmQOTna http://t.co/HrECGvkUuV,rumours
37,37,37,“@USATODAY: French prosecutor names co-pilot of #germanwings plane that crashed in the Alps as Andreas Lubitz. He was at controls of plane.”@USATODAY Gasp!!!! OMG 😲Andreas Lubitz es el Co-Piloto que habria ocasionado intencionalmente caida vuelo #Germanwings segun el fiscal @USATODAY.@USATODAY: French prosecutor names co-pilot of #germanwings plane that crashed in the Alps as Andreas Lubitz. He was at controls of plane.@JummyTV Good Morning!RT @USATODAY French prosecutor names co-pilot of #germanwings plane that crashed in the Alps as Andreas Lubitz. He was at controls of plane.French prosecutor names co-pilot of #germanwings plane that crashed in the Alps as Andreas Lubitz. He was at controls of plane.,rumours
38,38,38,"Last words from #Germanwings A320 distress call were ""emergency, emergency,"" authorities say. http://t.co/FXVBrA7RPz http://t.co/OxfPISsdvj",rumours
39,39,39,"Oh no :'( “@WSJ: Germanwings #A320 plane crashes in southern France, French prime minister says. More soon. http://t.co/cZ41QqXkiw”RT @WSJ: Germanwings #A320 plane crashes in southern France, French prime minister says. More soon. http://t.co/VZGpMz2CExRT @WSJ Germanwings #A320 plane crashes in southern France, French prime minister says. More soon. http://t.co/SckXF7SY4H@WSJ A320 totally compromised“@WSJ: Germanwings #A320 plane crashes in southern France, French prime minister says. More soon. http://t.co/LGcaOL1mob” NO!!“@WSJ: Germanwings #A320 plane crashes in southern France, French prime minister says http://t.co/J9bXsn3cnx” #4U9525@WSJ @jurylady5 Now on radio“@WSJ: Germanwings #A320 plane crashes in southern France, French prime minister says. More soon. http://t.co/cwVFEAghob” #RIP@WSJ #GermanWings #A320 #Pilots refuse to fly after crash horror #DrEd http://t.co/zmhXh5mea9@WSJ checkout http://t.co/aF1Y8B6Gu2 awesome site guyz real business matters@WSJ 
RIP“@WSJ: Germanwings #A320 plane crashes in southern France, French prime minister says. More soon. http://t.co/6gkuzXxVm0”

#4U9525 #GWI9525@WSJ Probe for terror linkGermanwings #A320 plane crashes in southern France, French prime minister says. More soon. http://t.co/k6pv4OsCQI",rumours
40,40,40,Germanwings Airbus A320 en route from Barcleona to Dusseldorf crashes in southern French Alps - 148 people on board http://t.co/dqXZQFlg9U,rumours
41,41,41,"@WSJ checkout http://t.co/aF1Y8B6Gu2 awesome site guyz“@WSJ: All passengers and crew feared dead after A320 plane crashes in southern France http://t.co/ZktVgqqK1A #4U9525  #PrayForTheAffected🙏“@WSJ: All passengers and crew feared dead after A320 plane crashes in southern France  http://t.co/01hvonCKfT #4U9525 #germanwinds@WSJ @shahinnajafi80 واقعا تاسف باره هم این هم  قضیه یونس و فرخنده 😔😔@WSJ 
I'm speechless…RT @WSJ: All passengers and crew feared dead after A320 plane crashes in southern France  http://t.co/6TW7MMFqbcDamn RT@WSJ: All passengers and crew feared dead after A320 plane crashes in southern France  http://t.co/8E49iFiukm #4U9525 More to follow.@WSJ @shahinnajafi80 بازم به صنعت هواپیمایی خودمون.""@WSJ: All passengers and crew feared dead after A320 plane crashes in southern France  http://t.co/0UKQ1st0fe #4U9525 More to follow.""“@WSJ: All passengers &amp; crew feared dead after A320 plane crashes in southern France  http://t.co/497DzoPs6M #4U9525 More to follow.” awful“@WSJ: All passengers and crew feared dead after A320 plane crashes in southern France  http://t.co/qFjve6wjOx ㅠㅠ ㅠㅠ@WSJ nice tweetAll passengers and crew feared dead after A320 plane crashes in southern France  http://t.co/H3YACXHTjK #4U9525 More to follow.",rumours
42,42,42,"@RT_com @flightradar24 ""Ich dachte es wären wie so oft hier Kampfjets http://t.co/83ghI9xHbi@RT_com @flightradar24 BREAKING - Germanwings plane crashes in France, up to 150 believed dead
http://t.co/HWyOPGobie@RT_com  I wonder because France backed a Palestine state@RT_com just like the false flag that happened recently in France.@RT_com @flightradar24 I said i my prior tweet that the Zionists would pull another stunt on France. Lets hope I'm wrong.@RT_com @flightradar24 BREAKING - Germanwings plane crashes in France, up to 150 believed dead
http://t.co/HWyOPGobie@RT_com best follow I ever didGerman Wings Airbus A320 #4U9525 lost from @Flightradar24 at 6800 ft at 09.39 UTC time UPDATES http://t.co/XTMaa9mAV2 http://t.co/VwZmbhcUsn",rumours
43,43,43,@myfoxla I would never fly w/ an #German Airline. Always technical problems Especially #Germanwings has always problem w/ smoke in the cabin#Breaking: A plane carrying at least 142 people crashes in  France. French PM says unlikely anyone on the #Germanwings  jetliner survived,rumours
44,44,44,"Andreas Lubitz, co-pilot who brought down #Germanwings flight intentionally, recently commended by the FAA: http://t.co/8dAYQ8vAKF",rumours
45,45,45,"Latest update from @germanwings - now saying 144 passengers and six crew, so 150 people on board A320 that crashed http://t.co/uj1VdJyW5s",rumours
46,46,46,"@flybyday63 I wonder if the true Muslim would agree with this insanity. It must be some real twisted vision of their religion.@flybyday63 omg@nr100ap @flybyday63 The sword: #Mohammad conquered by it, #Jesus forbade Peter to use it, later told disciples to buy 1 for self- defense.@flybyday63 @Brydon_N Lots if errors in that report. Must try harder.@flybyday63 @Hutch_USA Show me a moderate Muslim and I'll show you a potential /sleeper terrorist......@flybyday63 @anthea_bailey this is so so awful !!@static_king1 @flybyday63 @robdelaney I know!!!“@flybyday63: BREAKING: Germanwings co-pilot was Muslim convert http://t.co/Uhe7KNdmII” @robdelaney you was right!@flybyday63 @compassiom Tea Party Network??? Sounds like #Propaganda to me.@flybyday63 European governments are killing its citizens just to spoil the image of #Islam , shame on you@flybyday63 @compassiom propaganda filth. Shame on you.@ShaunaghG @flybyday63 @robdelaney The Tea Party News Network? Jaysus.@_SuperBrad_ @Brydon_N Ok then, maybe you should have specified on your tweet that your words were for the author of that report..@_SuperBrad_ @Brydon_N I consider of interest on my own TL without asking anyone permission or approval..Thanks@flybyday63 Excellent@_SuperBrad_ @Brydon_N I don't know if that's true, neither have I write that report..I found it and post it on here,I think I can post what@flybyday63 @Brydon_N Obviously, the must try harder was a comment towards them, not you.BREAKING: Germanwings co-pilot was Muslim convert http://t.co/iCRwOsU1uq",rumours
47,47,47,"@guardian Not to be insensitive but isn't ""rapid descent"" pretty much the definition of a plane crash?Germanwings Airbus A320 crashes in French Alps: flightradar data shows flight #4U9525 had rapid descent http://t.co/WcNAHONCnQ",rumours
48,48,48,"“@AP: BREAKING: Germanwings CEO: plane went into 8-minute descent before crashing.” 😥😥 pray for these peoples families man@AP why do news agencies keep reporting these grim details. There are families mourning. Isn't it enough to know 150 people are dead?¡Que terrorífico! “@AP: BREAKING: Germanwings CEO: plane went into 8-minute descent before crashing.”@AP RIPControlled descent. Engine failure? @AP: BREAKING: Germanwings CEO: plane went into 8-minute descent before crashing.“@AP: BREAKING: Germanwings CEO: plane went into 8-minute descent before crashing.”/@DaniboyR @ramonhcastro@penottawa @AP that's what I'm thinking@AP well, that must have been utterly awful...@AP so horrible! Watching your death approach before your eyes. R.I.P to the dead, thoughts znd prayers with families.Grim as fuck. RT @AP: BREAKING: Germanwings CEO: plane went into 8-minute descent before crashing.@AP :((((This would be the worst 8 minutes ever. Jesus. 

“@AP: BREAKING: Germanwings CEO: plane went into 8-minute descent before crashing.”Man......... RT @AP: BREAKING: Germanwings CEO: plane went into 8-minute descent before crashing.RT @AP: BREAKING: Germanwings CEO: plane went into 8-minute descent before crashing.Jesus. RT @AP BREAKING: Germanwings CEO: plane went into 8-minute descent before crashing.@AP so tragic! I can imagne the fear@AP @Kerryepp Wow - 8 minutes! That must've seemed like an eternity to those poor passengers and crew. How horrible.“@AP: BREAKING: Germanwings CEO: plane went into 8-minute descent before crashing.” Oh shit. 😳Oh God. RT @AP: BREAKING: Germanwings CEO: plane went into 8-minute descent before crashing.“@AP: BREAKING: Germanwings CEO: plane went into 8-minute descent before crashing.” http://t.co/NnFmISonJXBREAKING: Germanwings CEO: plane went into 8-minute descent before crashing.",rumours
49,49,49,"@ABC @BLACKDlCK at least the plane didn't disappear this timeRT @ABC: BREAKING: French President Francois Hollande says “apparently no survivors"" in Germanwings crash, at least 148 passengers on plane“@ABC: French President Francois Hollande says “apparently no survivors"" in Germanwings crash, at least 148 passengers on the plane” 💔💔💔@ABC http://t.co/a1WuwJ1gIg“@ABC: BREAKING: French President Francois Hollande says “apparently no survivors"" in Germanwings crash, at least 148 passengers on plane”“@ABC: BREAKING: French President says “apparently no survivors"" in Germanwings crash, at least 148 passengers on the plane” @JimGillespie9@ABC @BLACKDlCK @georgebush@TheDieseI @ABC @BLACKDlCK OMG THATS WHAT I SAID! *MIND BLOWN*BREAKING: French President Francois Hollande says “apparently no survivors"" in Germanwings crash, at least 148 passengers on the plane",rumours
50,50,50,"@AircraftTalking @germanwingsA @germanwings A322 #4U9525, BCN-DUS,  with at least 143 passengers has crashed today at 9.39 UTC http://t.co/L7Wtodurt7",rumours
51,51,51,"“@ANCALERTS: BREAKING: Germanwings Airbus A320 crashes in French Alps | via @BBCBreaking” :(“@ANCALERTS: BREAKING: Germanwings Airbus A320 crashes in French Alps | via @BBCBreaking”oh my@camiejuan I've only experienced little turbulences and I really get so scared na. News like this make me don't want to travel at all :( :))OMG “@ANCALERTS: BREAKING: Germanwings Airbus A320 crashes in French Alps | via @BBCBreaking”“@ANCALERTS: BREAKING: Germanwings Airbus A320 crashes in French Alps | via @BBCBreaking”@RxquelMallillin Ang scary :( I know plane crashes happen a lot in a year but with social media and easy info, we hear about it more often 😔Things like this make me scared to travel 😩 RT @ANCALERTS: BREAKING: Germanwings Airbus A320 crashes in French Alps | via @BBCBreaking@camiejuan Same here :(BREAKING: Germanwings Airbus A320 crashes in French Alps | via @BBCBreaking",rumours
52,52,52,"@pan_kokkalis The A320 should have a RAT, but would be used when all else fails@aerotic__de @ckwadrat @AirlineFlyer quick, not catastrophic ?@AirlineFlyer @flightradar24 - not the footprints of  catastrophic failure ?@AirlineFlyer @RunwayGirl @flightradar24 looks like a cabin depressurisation and emerg descent below MSA unfortunately!@AirlineFlyer the #A320 must have been gliding ie no engine power. It had a speed of 400kts whilst descending 18,000 ft/ 5 mins ratio 1:10@cornelio1147 that's what this chart shows@AirlineFlyer Because it has onboard generator (APU?) that can give power to instruments and transponders.@AirlineFlyer @flightradar24 Terminal speed shows no acceleration or deceleration while altitude drops dramatically. Thoughts ?@pan_kokkalis We likely would have seen a pause between power loss and APU start up in the ADS-B feed. And if APU on, why no control@AirlineFlyer not sure if A320 has ram air turbine and not use APU.Scary “@AirlineFlyer @flightradar24 altitude &amp; speed chart of #4U9525. Aircraft entered a steep but constant descent. http://t.co/uZxXpq4xYl@zbw_atc that's such an odd drop...@AirlineFlyer @RunwayGirl @flightradar24 And it was really really fast. Doesn't seem to be a controlled descent.@AirlineFlyer Maybe all else did fail!@AirlineFlyer @flightradar24 according graphics the plane entered a decent after 30 minutes, not 5 minutes@ckwadrat @Donegal777 @AirlineFlyer 
It's 17 m/s...@AirlineFlyer good graphic@Donegal777 Not dramatically - ca. 5,5 m/s @AirlineFlyer@Donegal777 @ckwadrat @AirlineFlyer 6 m/s equals jump from a hight of 2 meters.@pan_kokkalis Many questions to be answered here. If gliding (no engine power), how did transponder keep transmitting ADS-B. APU? RAT?MORE: altitude &amp; speed chart of #4U9525. Plane was in a steep, constant descent. http://t.co/HqXsTXsr3W via @AirlineFlyer/@flightradar24“@JMichaelsNews:altitude &amp; speed chart of #4U9525. Plane was in steep descent http://t.co/lO3yaPhf1w via @AirlineFlyer/@flightradar24” @necn.@flightradar24 altitude &amp; speed chart of #4U9525. Aircraft entered a steep but constant descent. http://t.co/Hl7IVhZCmy",rumours
53,53,53,@champ_ian wow 😓😓😓@champ_ian oh GOD not again148 people on board. Plane has crashed near the town of Digne (southern French Alps). #4U9525.@fhollande: “No survivors expected.”@champ_ian 148 people on the plane. Souce: French Medias.Terrible news... Airbus A320 from Barcelona to Dusseldorf has crashed in France (Germanwings Flight 9525). http://t.co/C3zpWZ5bIF,rumours
54,54,54,"@AC360 @JimTilmon @nytimes Why weren't passengers calling loved ones when they saw pilot was locked out of cockpit &amp; knew they were doomed?@AC360 @JimTilmon @nytimes weird!@AC360 @JimTilmon @nytimes Maybe it's time to automate the controls from satellite, and ground control in case of scenarios like this.@AC360 @JimTilmon @nytimes its too convenient for the co-pilot to have an emergency just after the pilot leaves..@AC360 @JimTilmon @nytimes MUSTWATCH #TRUTH #FieldMcConnell #AirMalaysia https://t.co/2bvwC0Ib9s #AbelDanger http://t.co/lSuGRcQsyO #PLS #RT@AC360 @JimTilmon @nytimes I guess that is why authorities kept silent about co-pilot.@AC360 WHY didn't the pilot enter the emergency door code to override the door locking mechanism? Should have been trained in this.@AC360 @JimTilmon @nytimes @andersoncooper maybe its time to install cameras in cockpits of planes like ones in public transportation@AC360 @JimTilmon @nytimes Uma tragedia...@AC360 @JimTilmon @nytimes would be difficult to get reception in mountains...most likely happen fast@AC360 why not use the passcode to unlock the door from the outside?@AC360 @JimTilmon @nytimes no time for passenger texts or calls on cell phones to alert?@AC360 @ColorMeRed @JimTilmon @nytimes pilot terrorist?@AC360 @JimTilmon @nytimes Why wouldn't pilot who was locked out of cabin try to call ground from a passenger's cell phone? makes no sense.@AC360 @JimTilmon @nytimes what were pilots' names?@AC360 @JimTilmon @nytimes MUST WATCH #TRUTH #FieldMcConnell #BUA #AirMalaysia https://t.co/2bvwC0Ib9s #AbelDanger http://t.co/lSuGRcQsyO@KevinYounge @AC360 @JimTilmon @nytimes @andersoncooper #TOTALLY AGREEThe door is solid, you can’t knock it down… it’s bulletproof-@JimTilmon on @NYTimes rpt #Germanwings pilot locked out http://t.co/hs20B8jC4b",rumours
55,55,55,"@Independent SHAME ON OUR SOCIETY ! This was a mental ill man and Lufhansa knew that ! They are the murderers who didn't protect him !!!@Independent He was Directing his own18min horror movie with his""audience""behind and""widescreen""up front.He musthave weird DVD collectn !@Independent he was a terrorist who killed innocents  but u won't call him that because he was white and not a Muslim .@Independent BTW you messed the name up, which also goes to shows how unnecessary it is to print the real name.@Independent love stories,songs lyrics,heart touching status: Punjabian Da King  song Dil chandre http://t.co/ALjzBJzObT@Independent http://t.co/aLgn6mKMil #Germanwings Why not have a pincode on each flight so that flight crew can access the cockpit?@Independent By printing the full name you inflict serious harm on his family and his relatives. This is really disgusting!@Independent force him back to work too early?Could stigmatise sufferers.Will some professions be deemed off limits for sufferers? #kneejerk@Independent Feel so sorry for everyone concerned.So many issues arising from this.Seriously raises mental health to fore.Did airline 1 of 2Andreas Lubitiz was 'deemed unsuitable for flight duties' during  training #Germanwings http://t.co/nk5GGyuxaa http://t.co/HQpKZD4DSI",rumours
56,56,56,UPDATE: Germanwings #A320 from Barcelona to Dusseldorf sent out a distress call at 1047 local time - @skymarkwhite,rumours
57,57,57,"Received news that a Germanwings Airbus A320 plane crashed in southern France, carrying 142 passengers &amp; 6 crew onboard.",rumours
58,58,58,"@zulazry It already was until they found it very hard to tie an Andreas to a madras.@zulazry they don't need that to hate on us. I get it and I've never hurt anyone@zulazry they are saying he converted to islam@zulazry 

So... the Islam connection is with the unfortunate man himself, or so it seems. They did not waste time getting that one out.@zulazry 
Not to worry... Western media will try to find out if his grandma's godfather's daughter's in-laws were Yemenis.@saadbjohan Hahaha@saadbjohan Orang melayu kata ""Masin mulut"" haha@zulazry @saadbjohan or that he has a muslim gf 😂😂 this is sad@saadbjohan Checkout my last tweet bro. It seems the pilot is a recent convert. That was fast huh.@zulazry Only when Islam stops encouraging the killing of Christians &amp; Jews that the world would stop criticizing Islam.Thank God he's not a Muslim! Otherwise the world'd be on a Muslim hate spree now #Germanwings http://t.co/NoXAhjSmP7 http://t.co/Qdsc50p86W",rumours
59,59,59,@FoxNews That's so terrible. RIP@ImAmberHahn @FoxNews @SalVulcano Oh hello lady. Nugget in the air. See your house too.“@FoxNews: UPDATE: No survivors are expected among the 150 people aboard #Germanwings plane. http://t.co/xycuwHmlY1 http://t.co/1GqM9B8LmM”@FoxNews @ImAmberHahn Nugget not want to read this while flying in jet. Nugget see your house @SalVulcano@NuggetSayYou @FoxNews @SalVulcano umm. What? Lol@FoxNews http://t.co/MA8IN2tExF http://t.co/P2gG8PxYSi“@FoxNews: UPDATE: No survivors are expected among the 150 people aboard #Germanwings plane. http://t.co/fWJisFt4TZ http://t.co/PlTxgIO771”UPDATE: No survivors are expected among the 150 people aboard #Germanwings plane. http://t.co/hd7zdUJtH4 http://t.co/iibVTBuIqz,rumours
60,60,60,"@mashable http://t.co/7GXnYX4duu the man behind the lies@mashable #germanwings really? pilots signalled 911? So they got on a satellite phone and called a US emergency line?@Elisadurant @elisahk92 
Si c'est comme ça que les français vont faire des recherches, c'est sûr qu'ils ne vont rien trouver @mashable@mashable Did you mean ""mayday"" here or ""..for emergency""?@mashable makes reference to 911 RE #Germanwings NOTHING BUT LIES at the cost of LIVES, BOYCOT website@mashable yessss!!@mashable signaled 911?.@mashable What does that even mean? Why would European pilots say 911 - an American emergency phone number? Nothing in article about that.@mashable Signalled 911? Called 'Mayday' would be more appropriate, factual reporting...@mashable didn't find ""911"" in all stories and updates, international and local german. Please don't speculate and spread lies@mashable His Facebook, https://t.co/LwXQnkqC3P Address coming shortly@mashable you might want to change the use of 911 in this context.“@mashable: Latest on #Germanwings crash: Pilots signaled 911 before dropping out of midair” dropping out of...no...irresponsible reporting.@mashable:Latest on #Germanwings crash:Pilots signalled 911 b4dropping out of midair;airlineCEO calls this a""dark day""http://t.co/XesZCWfz2RLatest on #Germanwings crash: Pilots signaled 911 before dropping out of midair; airline CEO calls this a ""dark day."" http://t.co/S5CZoWnn2T",rumours
61,61,61,"@airlivenet @PollyR_Aviation @crislomb Looks terribly off course on a map. Nothing earlier? Like much earlier?@PascalSyn @larsst plus af447 was exceptionnal weather conditions@PascalSyn @damienramage With iced sensors it won't level off. Apparently a computer glitch - pilot would need to override system manually@damienramage @airlivenet immediately manual (autopilot off), throttle, oxygen masks + passngrs, radio call. All that in 20 seconds? #4U9525@damienramage @PascalSyn GW flight had same descent rate as near crash LH flight. Check https://t.co/m2UVxkJqyC or https://t.co/3jPBYgeqqA@damienramage I've seen friends with nasal oxygen masks on (General Avation), just to fly over the Channel :) http://t.co/nVB4NILrCx@damienramage @airlivenet No, then you would say PANPAN. Trust me, I'm a pilot! Besides: Mayday is when lives are in danger...@damienramage @airlivenet Normal descend rate for A320 is 2500fpm. Now 4000fpm (for 8 minutes) which is much, but contrallable. #u4u9525@damienramage radio call to passengers: not a priority at all !!@damienramage @airlivenet From Airbus FlightOps: When the cabin altitude rises above 14 000 feet, the oxygen masks will deploy automatically@airlivenet @PollyR_Aviation So sad...prayers to the families and friends...@PascalSyn @airlivenet true...@PascalSyn @airlivenet it’s a scale. Emergency &lt; Mayday@PascalSyn @airlivenet radio call then passengers, no ? 20 sec isn’t much… it takes me longer to tweet sometimes ;-)@PascalSyn @airlivenet or think you do ? or it hasn’t been assessed ?@damienramage @airlivenet Plus they stayed more or less constant speed, which means they reduced throttle, so they were in control #u4u9525@PascalSyn @airlivenet what’s the exact procedure btw ? What altitude would you drop down to ? at which rate of descent ?@PascalSyn @airlivenet exactly. So emergency would be appropriate, for example in case of cabin decompression, right ?@PascalSyn that's just for the high@damienramage @airlivenet That would certainly explain why pilots set steap descend. Maybe they passed too quickly (oxygen masks?) #u4u9525“@airlivenet: NEWS: 'Emergency Emergency' was the final distress call that was sent from the cockpit of flight #4U9525  - @PollyR_Aviation”@damienramage @airlivenet At that altitude you have about 20 sec before you pass out. They started steep descend, reduced engine... #4U9525@PascalSyn @airlivenet real question is, how long before the crash did they call out the emergency@airlivenet @PollyR_Aviation is that a normal call in this situation ?@PascalSyn @airlivenet if they had, it’s likely the descent rate would’ve been steeper and the speed not reduce, no ?@PascalSyn @airlivenet but isn’t declaring an emergency the proper procedure if you still have control of the situation ?@damienramage yes, and they have a bottle behind them with this tube connected. But it looks very stupid LOL@PascalSyn @damienramage @airlivenet What about icy sensors and software telling autopilot to dive as happened with AF447?RT @airlivenet: NEWS: 'Emergency Emergency' was the final distress call that was sent from the cockpit of flight #4U9525  - @PollyR_Aviation@damienramage @airlivenet By the way: Cabin pressure loss in an airliner is a classic case for MAYDAY ! #4u9525@larsst @damienramage I don't know about that. Graphs don't show a sign of leveling off at a certain altitude.I doubt any pilot would say 'Emergency', but rather 'Mayday' RT ""@airlivenet NEWS: 'Emergency Emergency' was the final distress call #4U9525NEWS: 'Emergency Emergency' was the final distress call that was sent from the cockpit of flight #4U9525  - @PollyR_Aviation",rumours
62,62,62,@thatjohn this is just breaking. Surprising that a head of state is writing off survivors so early into the incident.French President François Hollande states that there are no survivors expected in the Germanwings #4U9525 crash.,rumours
63,63,63,"@AuskarSurbakti please report correctly,there were 144 Pax and 6 crew, and it was a 4u flight not LH as your Tweet Suggests!BREAKING: A #Lufthansa #Germanwings Airbus jet carrying 148 people has crashed in southern #France, en route from #Barcelona to #Duesseldorf",rumours
64,64,64,"@HamIzgood @_hadji_911 @gatewaypundit @PaulSmitheringa @nostradamus9192 @HajiSlayer666 http://t.co/eNPPVaQKQW@_hadji_911 @BobG231 @gatewaypundit The co-pilot converted to Islam during his 6-month leave from training. He murdered those people!@_hadji_911 @BobG231 @gatewaypundit What I heard on the news was that he suffers with mental illness and wasn't thinking clearly.@HamIzgood the co-pilot isn't a muslim convert dumbass .Do a little bit more research http://t.co/kwYxRmHbDJ@Lee98Walker yes I know this is an article that came out last night I hope you noticed the question mark at the end of the headline@MuslimMahamat @_hadji_911 @gatewaypundit @PaulSmitheringa @nostradamus9192 @HajiSlayer666 http://t.co/bxsAYQGgoW@_hadji_911 @ChristieC733 @gatewaypundit The ghost of Adolf Hitler was whispering in his ear@_hadji_911 @gatewaypundit not true  !!!@_hadji_911 @BobG231 @gatewaypundit 

Funny - I haven't heard a thing about this on the ""news""!! In fact, only heard ""no indication""of that!@_hadji_911 @BobG231 @gatewaypundit Go figure.. another Muslim downs a plane.flight 370 was Musims too@MuslimMahamat@MuslimMahamat @_hadji_911 @gatewaypundit @PaulSmitheringa @nostradamus9192 @HajiSlayer666 http://t.co/ghLUtn44X6@_hadji_911 @BobG231 @gatewaypundit They just caught a Guy Jaywalking wearing Sun glasses N Southern California..Hero of the Islamic State?😏@_hadji_911 @ChristieC733 @gatewaypundit If you don't read it here, you may never hear about it again.@_hadji_911 do little bit more research @HamIzgood @gatewaypundit @PaulSmitheringa @nostradamus9192 @HajiSlayer666 http://t.co/8CHLyk1As2@_hadji_911 @ChristieC733 @gatewaypundit  There is a jihadi camp near Tuscon.  Goodyear is only two hours away.@_hadji_911 @ChristieC733 @gatewaypundit  No one from any American or European news outlet has confirmed this that I have seen. Link?@FeelFreetuRT @ChristieC733 this headline came out two nights ago with a question mark after it@MuslimMahamat @_hadji_911 @gatewaypundit @PaulSmitheringa @nostradamus9192 @HajiSlayer666 http://t.co/ICdb3fj5P5@MuslimMahamat @_hadji_911 @gatewaypundit @PaulSmitheringa @nostradamus9192 @HajiSlayer666 Done...read your book@HamIzgood @_hadji_911 @gatewaypundit @PaulSmitheringa @nostradamus9192 @HajiSlayer666 http://t.co/Op3tW5Zfdw@MuslimMahamat @_hadji_911 @gatewaypundit @PaulSmitheringa @nostradamus9192 @HajiSlayer666 Muslims,until they reform http://t.co/CXnxKQlUgA@MuslimMahamat @_hadji_911 @gatewaypundit @PaulSmitheringa @nostradamus9192 @HajiSlayer666 http://t.co/eVSezvdDZM@HamIzgood @_hadji_911 @gatewaypundit @PaulSmitheringa @nostradamus9192 @HajiSlayer666 http://t.co/l60K1H279f@HamIzgood @_hadji_911 @gatewaypundit @PaulSmitheringa @nostradamus9192 @HajiSlayer666 Who teaches you the Koran ? http://t.co/OAnHYgBdin@_hadji_911 @Haji_HuntingGrl @gatewaypundit Give a muslim a job and fund terror http://t.co/3VhDBKtaJb@MuslimMahamat&lt;&lt;&lt; faggot blocker  @HamIzgood @_hadji_911 @gatewaypundit @PaulSmitheringa @nostradamus9192@MuslimMahamat @_hadji_911 @gatewaypundit @PaulSmitheringa @nostradamus9192 @HajiSlayer666 Wrong asshole- maybe Obama told you thatPilot of Germanwings Airbus Was MUSLIM CONVERT …’Hero of Islamic State’? http://t.co/o7H6OuEfJd via @gatewaypundit http://t.co/GlDWraPosJ",rumours
65,65,65,"@flightradar24 will it be another #mh370!!??@flightradar24 the news tells it was a flight from Duesseldorf to Barcelona@flightradar24 hopefully not a disaster #4U9525@flightradar24 #4U9525 was already descending over the mediterrenian, why did it keep on going straight to the Alps ? Strange behaviour...?@flightradar24 it is reported about 148 passangers on board.@flightradar24 any news about #4U9525?@BigGohonas @flightradar24 9:30 - 38000 ft , 9:41 - 6800 ft. It has lost 31200 ft in 11 min ~2800 ft/min@NorRJ23 @flightradar24 crossing fingers!@flightradar24 very rapid decend at the end...@flightradar24 I just read news. 😔@NorRJ23 @flightradar24 yes, I recognized it, unfortunately!“@flightradar24: Flight #4U9525 is a flight from Barcelona to Dusseldorf.
STD 08:35
ATD 09:00
STA 10:55
Signal lost 09:41"" احيه !؟؟؟@flightradar24 Well shit.@flightradar24 Hot teen girls doing naughty stuff for free. Come on it’s worth a shot! http://t.co/sA9oMeRTuQ@nottheedge @flightradar24 

Hope there are survivors....heartbreaking...RT “@flightradar24: Flight #4U9525 from Barcelona to Dusseldorf.
STD 08:35
ATD 09:00
STA 10:55
Signal lost 09:41
http://t.co/AxcjUqU46Y”RT @flightradar24: Flight #4U9525 is a flight from Barcelona to Dusseldorf.
STD 08:35
ATD 09:00
Signal lost 09:41
http://t.co/NZm0hOlVd1@flightradar24 @STVGrant ??? expected 10:57??Ya hay medios aéreos en la zona donde se ha perdido contacto con el vuelo #4U9525 . #A320 @germanwings http://t.co/rWWVYvSucl@flightradar24 400kts at 6800, looks bad ...@flightradar24 Any idea on how steep the descend was?@BigGohonas @flightradar24 -3584fpm@nottheedge @flightradar24 

Sadly, it looks like it crashed 
http://t.co/Z6Pwpa6DHoFlight #4U9525 is a flight from Barcelona to Dusseldorf.
STD 08:35
ATD 09:00
STA 10:55
Signal lost 09:41
http://t.co/FHoX6q0GHt",rumours
66,66,66,"@NYCAviation terrible news.@NYCAviation http://t.co/83ghI9xHbi ""Ich dachte es wären wie so oft hier Kampfjets@NYCAviation the 1st and only tweet I've seen referencing the ICAO identifier http://t.co/CsYdDzJtnERT @NYCAviation: Accident aircraft looks to be Germanwings (Airline code 4U or GWI) flight 9525, Barcelona to Dusseldorf. #4U9525Accident aircraft looks to be Germanwings (Airline code 4U or GWI) flight 9525, Barcelona to Dusseldorf. #4U9525 http://t.co/TIZc1N1ZrK",rumours
67,67,67,"German Airbus A320 Plane Crashes, 148 People DEAD
https://t.co/94oOOSSSVv
#4U9525 #germanwings #GermanWingsCrash #Airbus320 #planecrash",rumours
